country,alum_survey,survey_year,consent,gep_id,school_graduation,year_program,same_residence,girl_age,n2_a1,n2_a2,n2_a3,n2_a4,n2_a5,n2_a6,n2_a7,n2_a8,n2_a9,n3_b1,n3_b2,n3_b3,n3_b4,n3_b5,n4_c1,n4_c2_a,n4_c2_b,n4_c2_c,n4_c2_d,n4_c2_e,n4_c2_f,n4_c2_g,n4_c2_h,n4_c2_i,n4_c2_j,n4_c2_k,n4_c3_a,n4_c3_b,n4_c3_c,n4_c3_d,n4_c3_e,n4_c3_f,n4_c3_g,n4_c3_h,n4_c3_i,n4_c3_j,n4_c3_k,n5_d1,n5_d2,n5_d3,n5_d4,n5_d5,n5_d6,n5_d7,n2_a4_KH,n2_a5_KH,n2_a4_NP,n2_a5_NP
Sri Lanka,0,2023,Yes,LK-GEP-13-0316,2022,8,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0248,2022,8,Yes,19,0,0,,,,,0,0,,Married,19,Yes,1,19,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0340,2020,8,Yes,18,Yes,0,0,,,,Yes,0,Yes,Never married,,,,,0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-14-0457,2022,8,Yes,22,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0169,2022,8,Yes,21,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0186,2022,8,Yes,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-14-0477,2022,8,Yes,22,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-12-0571,2022,8,Yes,23,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-12-0433,2022,8,Yes,19,0,Yes,,,Other,Full time,Yes,0,0,No response,,,,,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Partially,Yes,Yes,Yes,Yes,Partially,Partially,Yes,Partially,,0,0,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-14-0584,2022,8,Yes,21,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-14-0560,2022,8,Yes,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0257,2022,8,Yes,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Never married,,,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-14-0558,2022,8,Yes,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0244,2022,8,Yes,19,0,0,,,,,0,0,,Married,18,Yes,1,19,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Partially,Yes,,Yes,Yes,Partially,Yes,Partially,,Partially,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-14-0474,2022,8,Yes,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0347,2020,8,Yes,18,0,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,Yes,0,Engaged to be married,,,,,0,No,No,No,No,No,No,Yes,No,No,Yes,No,,,,,,,Yes,,,Yes,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0328,2022,8,Yes,22,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-12-0628,2022,8,Yes,23,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,0,,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0269,2022,8,Yes,19,0,Yes,,,Other,Full time,Yes,0,0,Married,19,0,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0160,2022,9,Yes,21,0,0,,,,,0,Yes,0,Never married,,,,,0,No,No,No,Yes,No,No,No,No,No,No,No,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-12-0409,2020,8,Yes,18,Yes,0,Yes,Other,,,Yes,Yes,0,Married,18,0,,,0,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Yes,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0582,2022,8,Yes,22,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0290,2022,8,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-14-0375,2021,8,Yes,19,0,0,,,,,0,0,,Married,19,0,,,0,No,No,No,No,Yes,No,Yes,No,No,Yes,No,,,,,Yes,,Partially,,,Partially,,0,Yes,Yes,Yes,Somewhat helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0281,2022,8,Yes,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0,0,0,0,,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0291,2022,8,Yes,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0201,2022,8,Yes,22,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0223,2022,9,Yes,21,0,0,,,,,0,0,,Never married,,,,,0,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,Partially,Yes,Yes,Yes,0,,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0614,2022,8,Yes,22,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0309,2022,8,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0421,2020,8,Yes,18,0,0,,,,,0,0,,Never married,,,,,0,No,No,No,Yes,No,No,No,No,No,No,No,,,,Yes,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-12-0637,2022,8,Yes,23,0,0,,,,,0,0,,Married,21,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0315,2022,8,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0236,2022,8,Yes,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0271,2022,8,Yes,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"yes, all the time",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Partially,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-12-0587,2021,8,Yes,22,Yes,0,0,,,,0,0,,Married,22,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-14-0397,2022,8,Yes,19,0,0,,,,,0,0,,Married,19,0,,,0,No,No,No,No,No,No,Yes,No,No,Yes,Yes,,,,,,,Yes,,,Partially,Partially,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0327,2022,8,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-13-0215,2023,8,Yes,22,Yes,0,0,,,,0,0,,Married,19,Yes,1,20,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-12-0454,2023,8,Yes,24,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-12-0450,2023,8,Yes,25,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-12-0417,2023,8,Yes,25,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-15-0276,2023,8,Yes,20,Yes,0,0,,,,0,0,,Married,20,Yes,1,21,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-12-0625,2023,8,Yes,23,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-13-0583,2023,8,Yes,22,0,0,,,,,Yes,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-12-0535,2023,8,Yes,25,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,Yes,0,Yes,Married,20,Yes,1,20,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0499,2023,8,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0460,2023,8,Yes,23,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0571,2023,8,0,23,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-12-0522,2023,8,Yes,24,0,0,,,,,0,0,,Married,23,Yes,1,24,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0377,2023,8,0,23,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,No,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0483,2023,8,Yes,21,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Not at all helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0538,2023,8,Yes,23,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-12-0420,2023,8,Yes,25,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,0,0,,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0494,2023,8,Yes,23,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,0,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0451,2023,8,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-12-0600,2023,8,Yes,24,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Married,21,Yes,1,22,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-13-0602,2023,8,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-13-0234,2023,8,Yes,24,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-13-0601,2023,8,Yes,24,0,0,,,,,0,0,,Married,18,Yes,1,19,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To some extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0524,2023,8,Yes,23,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-11-0135,2023,8,Yes,26,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,0,,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0533,2023,8,Yes,21,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Married,19,Yes,1,21,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0555,2023,8,Yes,21,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0566,2023,8,Yes,23,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,0,0,,No,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-12-0517,2023,8,Yes,24,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-12-0459,2023,8,Yes,25,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-11-0130,2023,8,Yes,26,0,0,,,,,0,0,,Married,20,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,0,,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0578,2023,8,Yes,23,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0589,2023,8,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,Yes,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0419,2023,8,0,22,0,0,,,,,0,0,,Married,18,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0438,2023,8,Yes,24,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0612,2023,8,0,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-11-0113,2023,8,Yes,25,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Married,20,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,0,,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-11-0111,2023,8,0,26,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Married,22,Yes,1,23,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,0,,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0462,2023,8,Yes,23,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,0,0,,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-15-0218,2023,8,Yes,23,Yes,Yes,,,Other,0,0,0,,Married,18,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0416,2023,8,Yes,21,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0425,2023,8,0,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0466,2023,8,Yes,21,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-15-0269,2023,8,Yes,22,Yes,0,0,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,0,,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0433,2023,8,Yes,24,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,0,0,Married,19,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-12-0533,2023,8,Yes,26,Yes,Yes,,,Other,0,0,0,,Married,20,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,0,0,,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-12-0437,2023,8,Yes,24,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0534,2023,8,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2024,Yes,LK-GEP-14-0549,2023,8,Yes,24,0,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,1 Year,2023,Yes,LK-GEP-11-0621,2019,9,Yes,23,Yes,Yes,,,University,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To some extent,,,,
Sri Lanka,1 Year,2023,Yes,LK-GEP-11-0572,2019,9,0,23,0,0,,,,,0,Yes,0,Married,20,Yes,1,23,"yes, all the time",Yes,No,No,No,No,No,No,No,No,No,No,Partially,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,1 Year,2023,Yes,LK-GEP-11-0640,2019,9,Yes,23,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,1 Year,2023,Yes,LK-GEP-10-0243,2018,8,Yes,24,Yes,Yes,,,Other,0,Yes,0,Yes,Married,22,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,1 Year,2023,Yes,LK-GEP-10-0285,2018,8,Yes,24,Yes,0,0,,,,Yes,Yes,Yes,Married,22,Yes,1,23,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,1 Year,2023,Yes,LK-GEP-11-0237,2018,7,Yes,23,Yes,0,Yes,Other,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,1 Year,2023,Yes,LK-GEP-10-0286,2018,8,Yes,24,Yes,0,0,,,,0,0,,Married,21,Yes,1,22,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,1 Year,2023,Yes,LK-GEP-11-0643,2019,9,Yes,22,Yes,Yes,,,University,0,0,0,,Never married,,,,,0,Yes,No,No,No,No,Yes,No,No,No,No,No,Partially,,,,,No,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,1 Year,2023,Yes,LK-GEP-11-0648,2020,10,Yes,23,Yes,0,0,,,,0,Yes,0,Married,19,Yes,1,20,0,Yes,No,No,No,No,No,No,No,No,No,No,Partially,,,,,,,,,,,Yes,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Sri Lanka,1 Year,2023,Yes,LK-GEP-10-0295,2018,8,Yes,24,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
